,config.train,config.algo,config.env_name,mdim_mean,cdim_mean,mdim_nan_mean,mdim_std,ureward_mean,ureward_std,nreward_mean,nreward_std,len_mean,cdim_nan_mean
0,False,ppo,Walker2DBulletEnv-v0,1.6897795516305198,5.5561380848302315,1.6897795516305198,0.11898860335569245,2111.3645081,10.776165352270969,33.37648620605469,0.1703490298796122,1000.0,5.5561380848302315
1,False,a2c,Walker2DBulletEnv-v0,,,0.9048409673198162,,905.9549499,276.43617966451257,38.49328496456146,11.745547176393107,909.8,2.9645137046493653
2,False,td3,Walker2DBulletEnv-v0,,,1.385299045345398,,2052.8877462,568.9737558096817,2052.8876922607424,568.9737353993812,917.5,10.117609941152589
3,False,sac,Walker2DBulletEnv-v0,,,1.3264512570180294,,2064.0711534,681.3367372051074,2064.071131324768,681.33672898777,901.5,9.959648211157287
4,False,ddpg,Walker2DBulletEnv-v0,,,1.1139904905817848,,1015.0786978999997,790.5226217483847,1015.0786804199221,790.5226111558492,529.5,9.309078808764758
5,False,tqc,Walker2DBulletEnv-v0,,,1.3910700469830384,,2418.1668406,755.7576663702482,2418.166795349121,755.7576474012269,907.8,7.512199679542308
6,False,ppo,HalfCheetahBulletEnv-v0,1.6079972224941999,4.743522181525707,1.6079972224941999,0.09363728684891184,2908.1696115999994,38.82868314038704,26.925795936584468,0.35950218379610144,1000.0,4.743522181525707
7,False,a2c,HalfCheetahBulletEnv-v0,1.9298735499982853,5.6522722356389545,1.9298735499982853,0.14749595402074073,2097.7295873,38.287512146864536,32.7962287902832,0.5985926413704534,1000.0,5.6522722356389545
8,False,td3,HalfCheetahBulletEnv-v0,1.4186373098725806,9.325105379568473,1.4186373098725806,0.09432059945967346,2826.1247549000004,14.489176611889064,2826.124731445313,14.489160771110209,1000.0,9.325105379568473
9,False,sac,HalfCheetahBulletEnv-v0,1.1753076580136808,8.382052142762571,1.1753076580136808,0.062030188600833064,2793.41887,8.802346693897018,2793.418774414063,8.802360133681212,1000.0,8.382052142762571
10,False,ddpg,HalfCheetahBulletEnv-v0,1.263752949402854,7.039615207415178,1.263752949402854,0.10598446176755437,2088.9629616,95.06982579226938,2088.963000488281,95.06981363538584,1000.0,7.039615207415178
11,False,tqc,HalfCheetahBulletEnv-v0,1.4208585853588596,4.5263865955370575,1.4208585853588596,0.06356955165982353,3683.6040834,17.602737922847414,3683.6040771484377,17.60268752241662,1000.0,4.5263865955370575
12,False,ppo,HopperBulletEnv-v0,1.4567489492132553,4.888003911316806,1.4567489492132553,0.0907005779012868,2537.0988821999995,263.53489783061235,29.168803596496577,3.029837871382856,966.4,4.888003911316806
13,False,a2c,HopperBulletEnv-v0,0.9021238111534424,5.370527312268301,0.9021238111534424,0.11414977885201567,768.6943315000001,346.1499684282395,13.005136203765867,5.856329521911231,534.7,5.370527312268301
14,False,td3,HopperBulletEnv-v0,1.2335007135812035,5.482479893110981,1.2335007135812035,0.10516937245763547,2679.3151927,28.47929970602519,2679.315209960937,28.47928279770826,998.0,5.482479893110981
15,False,sac,HopperBulletEnv-v0,1.22006772658693,7.2420322611271875,1.22006772658693,0.03620877797536497,2632.9099792,11.854733171857287,2632.9099609375,11.854681044929128,1000.0,7.2420322611271875
16,False,ddpg,HopperBulletEnv-v0,,,0.7859175661545841,,949.6337068,509.2861638614075,949.6337036132812,509.2861605930248,357.1,4.220626851069048
17,False,tqc,HopperBulletEnv-v0,1.3066177687142624,7.230764215527163,1.3066177687142624,0.061219178960992375,2693.1984626000008,12.604214044406733,2693.1984619140626,12.604204992916484,1000.0,7.230764215527163
18,False,ppo,AntBulletEnv-v0,2.449653937960094,6.007159689711965,2.449653937960094,0.12314841563691226,2883.6731441,55.24983023361105,33.931773376464854,0.6501174092165986,1000.0,6.007159689711965
19,False,a2c,AntBulletEnv-v0,1.327204166740271,4.6296825236459584,1.327204166740271,0.06177094048797222,2514.5280264000003,8.065088707513457,35.22237129211426,0.1129724844364038,1000.0,4.6296825236459584
20,False,td3,AntBulletEnv-v0,1.6614308769419963,8.565320836579307,1.6614308769419963,0.12465164011918235,3313.4260999000003,41.51840932908725,3313.426123046875,41.51843537012295,1000.0,8.565320836579307
21,False,sac,AntBulletEnv-v0,1.6346617436832267,12.529953230918538,1.6346617436832267,0.1281994235130319,3096.7435779,20.89273834303772,3096.7435546875,20.892749182842547,1000.0,12.529953230918538
22,False,ddpg,AntBulletEnv-v0,2.241479504559845,12.09858387531897,2.241479504559845,0.10982933418139328,2394.6889639,62.809584804525755,2394.689013671875,62.80954089807821,1000.0,12.09858387531897
23,False,tqc,AntBulletEnv-v0,1.6450901646819225,10.461982240610043,1.6450901646819225,0.2197028125154205,3418.0445910000008,171.0860133853541,3418.044580078125,171.08595988082863,1000.0,10.461982240610043
24,False,ppo,ReacherBulletEnv-v0,,,,,17.4344898,8.446329302787392,2.2235992193222045,1.077246986635228,150.0,
25,False,a2c,ReacherBulletEnv-v0,,,,,14.7577664,8.504345306301833,1.879647645354271,1.0831702064841435,150.0,
26,False,td3,ReacherBulletEnv-v0,,,,,12.4411668,5.627355614935168,12.441166591644285,5.627355228222092,150.0,
27,False,sac,ReacherBulletEnv-v0,,,,,14.296784699999998,11.198745685831726,14.296784448623658,11.198745525642352,150.0,
28,False,ddpg,ReacherBulletEnv-v0,,,,,16.514616399999998,10.71786892242629,16.51461672782898,10.717868854103225,150.0,
29,False,tqc,ReacherBulletEnv-v0,,,,,15.2995896,8.98437954408634,15.299589067697525,8.984379496648044,150.0,
